@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'hope try fly or out right fire security check point right',shooting
'latest news airport shoot suspect remain hospitalize wall street journal',shooting
'federal security officer kill shoot international airport official say',shooting
'why muslim bad one white peep school gunman shooter',shooting
'family airport shoot suspect offer sympathy victim family paul',shooting
'now report gunman be kill',shooting
'gunman kill one injure airport world news',shooting
'airport security cash cow incident prove terrorist drive up airport amp detonate bomb',shooting
'suspect tell police act shoot',shooting
'news think prayer victim',shooting
'judge appoint attorney accuse shooter paul over objection police seek interview',shooting
'prayer best wish go out involve shoot',shooting
'spokesperson need show little compassion get people skill',shooting
'reaction oh shoot',shooting
'evacuate terminal  agent shoot suspect wind airport gunfire',shooting
'why suspect target  so',shooting
'break down shooting happen reveal detail',shooting
'accord news  agent shoot die',shooting
'shoot video show chaos panic panic chaos erupt gunman open fire la international airport th',shooting
'shooter',shooting
'shoot scream flag shooter paul',shooting
'shooter kill  agent prompt mass evacuation airport lockdown',shooting
'break report shoot fire airport say senior government official stay latest',shooting
'idiot get past security airport terminal shoot people cop die shoot injure',shooting
'detail emerge rampage target  agent',shooting
'suspect hold guard kill airport shoot latest',shooting
'shoot suspect send message father seek authorities help cop',shooting
'heart go out affect today event shooting take become',shooting
'shooter refer patriot come member don know',shooting
'announce law enforcement secure area let people leave terminal',shooting
'update confirm shoot suspect',shooting
'update travel policy due incident please check here detail',shooting
'break news suspect identify jihad go rampage try',shooting
'send prayer victim who be affect shoot stay safe eve',shooting
'it hear shoot airport schedule fly month',shooting
'family shoot suspect shock numb rampage',shooting
'shooter conspiracy kook no surprise',shooting
'least agent shoot die wind leg  say',shooting
'police chief say shooter arm assault rifle shoot la international',shooting
'man open fire assault rifle security screen area terminal police say',shooting
'crazy shoot',shooting
'allege shooter graduate accord',shooting
'airport police chief confirm shooter pull assault rifle out bag continue shoot area screener',shooting
'break news shoot video leak go here',shooting
'tough day airport glad get home prayer victim shooter',shooting
'so people lose live airport',shooting
'seek information airport shooting',shooting
'day cody',shooting
'lawmaker debate gun control airport shoot',shooting
'gunman target  airport shoot',shooting
'prayer family  agent who kill today victim injure',shooting
'happen journalism much misinformation float',shooting
'suspect gunman custody shoot report airport scene',shooting
'no safe place gunman shoot people one suspect custody',shooting
'news report forget call shooter terrorist oh wait it cause he',shooting
'know go still post post blame someone get worst kind person',shooting
'more shoot suspect carry material federal government  particular',shooting
'so gun control today',shooting
'shoot  agent dead wind medical custody shoot leg high power rifle',shooting
'lot prayer love people victim craze shooter put weapon down',shooting
'story shoot suspect charge murder commission violence international airport',shooting
'scene inside',shooting
'shoot suspect charge murder federal officer commission violence international airport',shooting
'time turn there break news shooting car chase president press conference america calm down please',shooting
'terrorist attack terrorist organization choice tea party so guess go w wolf',shooting
'witness describe shoot suspect young dress camouflage',shooting
'break la coroner report one dead shoot',shooting
'suspect paul charge face death penalty wound',shooting
'latest police id shoot suspect paul  worker kill wind shoot disrupt flight',shooting
